Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Double_Sleep_Hours,Hours_Studied_x_Sleep_Hours,Previous_Scores_x_Sample_Papers,Mean,Var
4,64,0,9,6,49.0,81,36,384,20.75,835.5833333333333
5,52,0,7,9,37.0,49,35,468,18.25,508.91666666666663
3,72,1,9,4,55.0,81,27,288,22.0,1118.0
1,64,0,5,9,38.0,25,5,576,19.75,880.9166666666666
5,47,1,8,3,35.0,64,40,141,15.75,438.25
9,44,1,4,0,41.0,16,36,0,14.25,406.91666666666663
9,45,0,5,8,43.0,25,45,360,16.75,357.5833333333333
4,62,0,9,6,46.0,81,36,372,20.25,778.9166666666666
3,91,0,5,1,69.0,25,15,91,25.0,1938.6666666666665
1,69,0,4,3,37.0,16,4,207,19.25,1101.5833333333333
2,53,0,9,3,31.0,81,18,159,16.75,593.5833333333333
8,93,1,5,7,90.0,25,40,651,28.25,1864.9166666666665
1,62,0,7,1,33.0,49,7,62,17.75,878.25
8,50,1,7,4,44.0,49,56,200,17.25,479.5833333333333
7,70,0,8,9,62.0,64,56,630,23.5,961.6666666666666
8,45,0,8,7,41.0,64,64,315,17.0,348.66666666666663
6,50,0,5,5,38.0,25,30,250,16.5,499.0
9,52,0,4,3,45.0,16,36,156,17.0,551.3333333333333
3,51,0,7,4,34.0,49,21,204,16.25,539.5833333333333
4,93,0,6,1,72.0,36,24,93,26.0,1999.3333333333333
6,41,1,8,4,29.0,64,48,164,14.75,308.91666666666663
8,92,0,7,2,83.0,49,56,184,27.25,1870.25
5,74,0,9,2,61.0,81,45,148,22.5,1187.0
3,94,0,5,6,75.0,25,15,564,27.0,1996.6666666666665
6,75,0,7,2,63.0,49,42,150,22.5,1229.6666666666665
4,56,1,7,3,36.0,49,28,168,17.5,661.6666666666666
9,67,1,5,6,62.0,25,45,402,21.75,912.9166666666666
3,67,1,8,2,49.0,64,24,134,20.0,988.6666666666666
4,61,1,8,9,46.0,64,32,549,20.5,733.6666666666666
7,77,1,6,9,69.0,36,42,693,24.75,1214.9166666666665
7,46,1,6,1,35.0,36,42,46,15.0,434.0
4,54,0,8,9,38.0,64,32,486,18.75,556.9166666666666
6,71,0,8,6,62.0,64,48,426,22.75,1035.5833333333333
3,50,1,8,4,30.0,64,24,200,16.25,510.91666666666663
6,63,0,8,0,52.0,64,48,0,19.25,862.25
2,42,0,7,9,16.0,49,14,378,15.0,332.66666666666663
8,69,0,6,7,66.0,36,48,483,22.5,961.6666666666666
2,45,0,5,2,20.0,25,10,90,13.5,443.0
7,97,0,4,6,86.0,16,28,582,28.5,2087.0
9,41,1,5,5,38.0,25,45,205,15.0,304.0
1,53,1,9,9,30.0,81,9,477,18.0,558.6666666666666
8,80,1,4,5,71.0,16,32,400,24.25,1384.25
7,57,1,7,7,49.0,49,49,399,19.5,625.0
6,90,1,9,3,79.0,81,54,270,27.0,1770.0
6,83,1,6,3,69.0,36,36,249,24.5,1523.0
6,70,0,4,2,56.0,16,24,140,20.5,1091.6666666666665
9,52,1,8,0,47.0,64,72,0,17.25,552.9166666666666
2,65,0,9,9,41.0,81,18,585,21.25,861.5833333333333
1,83,0,7,2,58.0,49,7,166,23.25,1593.5833333333333
6,51,1,4,0,38.0,16,24,0,15.25,574.25
8,57,1,8,5,52.0,64,64,285,19.5,627.0
3,48,1,9,7,25.0,81,27,336,16.75,440.25
1,88,0,7,2,62.0,49,7,176,24.5,1799.0
9,60,1,9,3,60.0,81,81,180,20.25,710.25
1,87,1,4,4,63.0,16,4,348,24.0,1766.0
3,88,1,8,6,72.0,64,24,528,26.25,1698.9166666666665
8,92,0,6,5,84.0,36,48,460,27.75,1836.25
3,95,1,7,1,74.0,49,21,95,26.5,2091.6666666666665
4,79,1,4,6,61.0,16,16,474,23.25,1382.25
8,82,0,8,7,77.0,64,64,574,26.25,1381.5833333333333
1,63,0,6,0,36.0,36,6,0,17.5,927.0
6,73,0,9,5,65.0,81,54,365,23.25,1102.9166666666665
1,47,1,8,8,23.0,64,8,376,16.0,438.0
1,83,1,6,6,60.0,36,6,498,24.0,1552.6666666666665
8,92,0,4,4,83.0,16,32,368,27.0,1881.3333333333333
4,72,1,8,9,56.0,64,32,648,23.25,1060.9166666666665
1,62,0,8,9,37.0,64,8,558,20.0,796.6666666666666
7,52,0,5,8,43.0,25,35,416,18.0,515.3333333333333
5,93,0,7,1,76.0,49,35,93,26.5,1971.6666666666665
5,92,0,8,6,83.0,64,40,552,27.75,1836.25
1,88,0,6,8,63.0,36,6,704,25.75,1730.9166666666665
6,53,1,7,1,39.0,49,42,53,16.75,590.9166666666666
9,53,1,4,9,48.0,16,36,477,18.75,526.9166666666666
9,55,1,7,5,53.0,49,63,275,19.0,578.6666666666666
8,88,1,5,8,84.0,25,40,704,27.25,1642.25
5,77,0,4,2,63.0,16,20,154,22.0,1346.0
1,97,1,8,7,73.0,64,8,679,28.25,2110.25
9,99,0,9,4,99.0,81,81,396,30.25,2106.25
1,78,0,4,6,52.0,16,4,468,22.25,1385.5833333333333
8,65,1,4,2,58.0,16,32,130,19.75,916.25
5,65,1,5,7,50.0,25,25,455,20.5,881.0
3,40,0,6,1,18.0,36,18,40,12.5,340.3333333333333
7,71,1,4,7,62.0,16,28,497,22.25,1058.25
7,96,1,6,1,87.0,36,42,96,27.5,2092.333333333333
9,54,1,7,6,53.0,49,63,324,19.0,546.0
7,91,1,9,1,87.0,81,63,91,27.0,1832.0
3,60,0,5,6,37.0,25,15,360,18.5,767.0
1,57,0,8,0,31.0,64,8,0,16.5,741.6666666666666
8,69,1,4,5,63.0,16,32,345,21.5,1005.6666666666666
3,99,0,9,9,81.0,81,27,891,30.0,2124.0
8,97,0,9,6,95.0,81,72,582,30.0,1996.6666666666665
8,52,1,6,3,45.0,36,48,156,17.25,540.9166666666666
5,63,1,4,0,48.0,16,20,0,18.0,904.6666666666666
1,69,0,9,5,47.0,81,9,345,21.0,1034.6666666666665
7,41,0,5,3,31.0,25,35,123,14.0,326.66666666666663
5,58,0,8,2,43.0,64,40,116,18.25,708.25
8,86,1,7,3,82.0,49,56,258,26.0,1604.6666666666665
9,83,0,7,5,80.0,49,63,415,26.0,1446.6666666666665
7,86,0,6,4,76.0,36,42,344,25.75,1614.9166666666665
7,64,1,9,1,57.0,81,63,64,20.25,862.25
1,89,0,7,1,64.0,49,7,89,24.5,1857.0
4,53,1,6,2,35.0,36,24,106,16.25,602.9166666666666
2,45,1,8,5,24.0,64,16,225,15.0,406.0
2,51,0,4,0,30.0,16,8,0,14.25,602.9166666666666
2,59,1,5,6,38.0,25,10,354,18.0,750.0
4,62,1,8,7,45.0,64,32,434,20.25,777.5833333333333
1,69,0,8,6,44.0,64,8,414,21.0,1032.6666666666665
4,69,1,7,2,53.0,49,28,138,20.5,1049.6666666666665
2,77,0,7,5,53.0,49,14,385,22.75,1312.25
5,97,1,5,3,84.0,25,25,291,27.5,2147.6666666666665
3,69,1,4,4,47.0,16,12,276,20.0,1067.3333333333333
8,80,0,8,2,76.0,64,64,160,24.5,1377.0
4,69,0,9,4,57.0,81,36,276,21.5,1008.3333333333333
1,96,0,7,5,71.0,49,7,480,27.25,2106.9166666666665
1,97,1,8,7,74.0,64,8,679,28.25,2110.25
3,75,0,4,5,54.0,16,12,375,21.75,1260.9166666666665
9,88,1,6,8,84.0,36,54,704,27.75,1614.9166666666665
7,73,0,4,9,62.0,16,28,657,23.25,1104.25
2,55,1,8,9,35.0,64,16,495,18.5,601.6666666666666
9,63,0,8,9,62.0,64,72,567,22.25,738.25
2,53,1,5,9,30.0,25,10,477,17.25,576.25
3,65,0,8,3,47.0,64,24,195,19.75,915.5833333333333
2,47,1,7,1,25.0,49,14,47,14.25,483.5833333333333
3,53,1,9,8,40.0,81,27,424,18.25,543.5833333333333
6,70,1,5,2,56.0,25,30,140,20.75,1080.9166666666665
9,41,1,8,6,38.0,64,72,246,16.0,279.3333333333333
9,87,0,4,3,86.0,16,36,261,25.75,1674.25
7,43,1,8,0,38.0,64,56,0,14.5,373.66666666666663
3,40,0,4,7,17.0,16,12,280,13.5,315.0
4,94,1,4,3,75.0,16,16,282,26.25,2040.25
6,59,0,8,5,48.0,64,48,295,19.5,695.0
5,98,1,4,6,87.0,16,20,588,28.25,2162.9166666666665
2,53,1,9,7,32.0,81,18,371,17.75,560.9166666666666
6,79,0,6,9,68.0,36,36,711,25.0,1298.0
3,64,0,5,1,42.0,25,15,64,18.25,932.9166666666666
8,99,1,8,8,96.0,64,64,792,30.75,2070.25
2,64,0,6,9,42.0,36,12,576,20.25,858.9166666666666
1,42,0,4,2,18.0,16,4,84,12.25,394.91666666666663
9,44,0,4,0,41.0,16,36,0,14.25,406.91666666666663
3,77,1,5,1,54.0,25,15,77,21.5,1371.6666666666665
1,93,0,6,7,67.0,36,6,651,26.75,1957.5833333333333
7,65,1,6,9,57.0,36,42,585,21.75,832.9166666666666
5,79,0,8,5,65.0,64,40,395,24.25,1334.25
5,77,0,4,0,62.0,16,20,0,21.5,1373.6666666666665
1,77,1,7,8,56.0,49,7,616,23.25,1293.5833333333333
9,43,0,8,6,39.0,64,72,258,16.5,313.66666666666663
7,46,0,8,9,38.0,64,56,414,17.5,361.66666666666663
8,69,0,8,2,65.0,64,64,138,21.75,1000.25
9,69,0,5,6,68.0,25,45,414,22.25,974.25
6,95,0,5,5,82.0,25,30,475,27.75,2010.25
5,58,0,8,2,44.0,64,40,116,18.25,708.25
6,78,0,9,7,67.0,81,54,546,25.0,1250.0
2,74,1,7,0,53.0,49,14,0,20.75,1268.9166666666665
4,79,1,6,4,61.0,36,24,316,23.25,1382.25
3,72,1,6,7,53.0,36,18,504,22.0,1114.0
7,72,1,4,2,61.0,16,28,144,21.25,1148.9166666666665
9,53,1,6,9,49.0,36,54,477,19.25,508.25
5,77,0,6,5,61.0,36,30,385,23.25,1284.25
6,49,1,7,9,38.0,49,42,441,17.75,435.5833333333333
2,96,1,6,1,76.0,36,12,96,26.25,2166.9166666666665
3,67,0,7,8,47.0,49,21,536,21.25,934.9166666666666
3,53,1,5,1,32.0,25,15,53,15.5,627.6666666666666
9,75,0,7,4,71.0,49,63,300,23.75,1171.5833333333333
7,77,0,5,2,69.0,25,35,154,22.75,1312.25
8,55,1,7,9,53.0,49,56,495,19.75,552.9166666666666
9,99,1,8,8,100.0,64,72,792,31.0,2055.333333333333
6,60,0,9,8,49.0,81,54,480,20.75,686.25
4,67,0,5,6,48.0,25,20,402,20.5,961.6666666666666
1,72,1,5,9,45.0,25,5,648,21.75,1132.9166666666665
8,45,0,6,4,40.0,36,48,180,15.75,382.91666666666663
7,80,1,5,8,71.0,25,35,640,25.0,1346.0
2,54,1,7,6,34.0,49,14,324,17.25,604.9166666666666
8,83,1,8,1,76.0,64,64,83,25.0,1506.0
5,42,1,8,9,29.0,64,40,378,16.0,303.3333333333333
7,82,0,6,0,71.0,36,42,0,23.75,1517.5833333333333
4,86,0,7,9,69.0,49,28,774,26.5,1577.6666666666665
5,74,1,7,9,58.0,49,35,666,23.75,1124.9166666666665
8,53,1,4,3,43.0,16,32,159,17.0,580.6666666666666
1,41,0,5,9,17.0,25,5,369,14.0,334.66666666666663
1,68,0,6,7,41.0,36,6,476,20.5,1009.6666666666666
4,43,0,8,5,27.0,64,32,215,15.0,351.3333333333333
3,65,0,9,1,45.0,81,27,65,19.5,931.6666666666666
2,90,0,4,4,65.0,16,8,360,25.0,1878.6666666666665
3,51,1,7,8,31.0,49,21,408,17.25,510.91666666666663
1,41,1,5,5,14.0,25,5,205,13.0,352.0
1,56,1,8,5,33.0,64,8,280,17.5,667.0
6,74,1,4,6,60.0,16,24,444,22.5,1179.6666666666665
5,49,0,7,4,34.0,49,35,196,16.25,478.25
8,87,0,8,2,82.0,64,64,174,26.25,1648.25
2,61,1,8,2,40.0,64,16,122,18.25,820.25
4,80,1,7,4,66.0,49,28,320,23.75,1408.25
8,82,0,7,3,76.0,49,56,246,25.0,1448.6666666666665
6,60,1,6,4,46.0,36,36,240,19.0,748.0
1,54,1,8,8,31.0,64,8,432,17.75,594.9166666666666
4,74,0,7,4,57.0,49,28,296,22.25,1192.25
1,87,0,9,3,65.0,81,9,261,25.0,1720.0
2,60,0,9,3,38.0,81,18,180,18.5,775.0
5,60,1,4,0,46.0,16,20,0,17.25,816.9166666666666
8,60,0,5,9,53.0,25,40,540,20.5,696.3333333333333
8,99,0,9,3,97.0,81,72,297,29.75,2138.25
3,83,1,6,3,63.0,36,18,249,23.75,1562.25
4,71,0,7,8,55.0,49,28,568,22.5,1048.3333333333333
6,94,1,5,3,79.0,25,30,282,27.0,1996.6666666666665
3,44,1,6,6,26.0,36,18,264,14.75,382.25
2,78,1,8,0,55.0,64,16,0,22.0,1405.3333333333333
6,48,1,5,6,37.0,25,30,288,16.25,448.25
5,92,0,9,1,78.0,81,45,92,26.75,1902.9166666666665
5,57,1,6,7,45.0,36,30,399,18.75,650.9166666666666
5,60,0,7,0,45.0,49,35,0,18.0,792.6666666666666
5,47,0,7,9,34.0,49,35,423,17.0,402.66666666666663
3,83,0,6,2,66.0,36,18,166,23.5,1576.3333333333333
7,91,0,8,7,79.0,64,56,637,28.25,1750.25
6,73,0,9,9,63.0,81,54,657,24.25,1058.25
4,49,1,6,7,32.0,36,24,343,16.5,471.0
2,90,0,4,4,64.0,16,8,360,25.0,1878.6666666666665
9,80,1,6,4,78.0,36,54,320,24.75,1360.9166666666665
1,96,1,6,7,69.0,36,6,672,27.5,2092.333333333333
4,63,1,9,9,46.0,81,36,567,21.25,780.25
1,79,0,7,4,54.0,49,7,316,22.75,1412.25
6,63,0,8,8,51.0,64,48,504,21.25,775.5833333333333
4,95,0,6,0,78.0,36,24,0,26.25,2106.9166666666665
5,71,0,5,4,54.0,25,25,284,21.25,1100.25
5,95,1,7,2,80.0,49,35,190,27.25,2044.25
9,72,0,7,2,67.0,49,63,144,22.5,1097.6666666666665
1,77,0,6,1,48.0,36,6,77,21.25,1386.9166666666665
2,83,1,9,2,61.0,81,18,166,24.0,1558.0
6,96,1,5,6,83.0,25,30,576,28.25,2040.25
5,95,1,6,7,82.0,36,30,665,28.25,1980.9166666666665
7,90,1,5,7,78.0,25,35,630,27.25,1750.9166666666665
3,98,1,7,7,78.0,49,21,686,28.75,2134.9166666666665
3,88,1,5,0,70.0,25,15,0,24.0,1824.6666666666665
2,73,1,6,6,48.0,36,12,438,21.75,1170.9166666666665
3,50,0,4,1,26.0,16,12,50,14.5,561.6666666666666
1,70,0,4,9,46.0,16,4,630,21.0,1078.0
5,57,1,5,3,42.0,25,25,171,17.5,694.3333333333333
5,62,1,9,4,46.0,81,45,248,20.0,788.6666666666666
7,99,0,6,0,91.0,36,42,0,28.0,2250.0
4,61,1,8,3,47.0,64,32,183,19.0,788.6666666666666
3,82,1,4,3,61.0,16,12,246,23.0,1547.3333333333333
1,57,1,7,8,31.0,49,7,456,18.25,676.9166666666666
8,79,1,6,8,71.0,36,48,632,25.25,1284.9166666666665
3,86,1,6,9,66.0,36,18,774,26.0,1606.0
2,80,0,4,0,52.0,16,8,0,21.5,1523.6666666666665
4,86,1,8,7,71.0,64,32,602,26.25,1589.5833333333333
3,78,1,7,3,60.0,49,21,234,22.75,1360.25
1,59,1,8,3,32.0,64,8,177,17.75,764.9166666666666
3,52,0,7,4,33.0,49,21,208,16.5,563.0
2,84,0,4,1,56.0,16,8,84,22.75,1668.9166666666665
8,40,1,6,0,32.0,36,48,0,13.5,323.66666666666663
6,91,1,7,4,76.0,49,42,364,27.0,1822.0
9,43,1,6,6,40.0,36,54,258,16.0,326.0
8,63,1,5,9,60.0,25,40,567,21.25,777.5833333333333
3,75,0,5,8,54.0,25,15,600,22.75,1217.5833333333333
5,75,0,4,1,59.0,16,20,75,21.25,1286.9166666666665
7,84,1,4,7,74.0,16,28,588,25.5,1523.0
5,41,1,9,6,29.0,81,45,246,15.25,297.5833333333333
8,67,0,4,1,61.0,16,32,67,20.0,990.0
5,65,0,5,4,50.0,25,25,260,19.75,910.25
1,62,1,7,6,36.0,49,7,372,19.0,828.6666666666666
5,54,1,8,2,41.0,64,40,108,17.25,606.25
4,75,1,4,1,60.0,16,16,75,21.0,1298.0
6,66,0,8,5,56.0,64,48,330,21.25,891.5833333333333
3,45,0,8,9,23.0,64,24,405,16.25,374.25
5,74,0,5,5,63.0,25,25,370,22.25,1190.25
2,78,0,9,3,54.0,81,18,234,23.0,1354.0
6,77,1,7,0,64.0,49,42,0,22.5,1329.6666666666665
6,74,0,5,4,64.0,25,30,296,22.25,1190.9166666666665
5,75,0,4,0,58.0,16,20,0,21.0,1300.6666666666665
6,49,0,5,7,38.0,25,30,343,16.75,462.91666666666663
7,69,1,5,1,60.0,25,35,69,20.5,1051.6666666666665
5,92,0,5,8,79.0,25,25,736,27.5,1851.0
1,80,0,4,8,57.0,16,4,640,23.25,1439.5833333333333
8,77,0,4,2,69.0,16,32,154,22.75,1314.25
4,68,1,5,5,51.0,25,20,340,20.5,1003.0
9,91,0,5,8,86.0,25,45,728,28.25,1752.9166666666665
6,98,1,8,6,90.0,64,48,588,29.5,2086.333333333333
1,82,1,7,3,57.0,49,7,246,23.25,1540.25
3,78,0,8,2,61.0,64,24,156,22.75,1363.5833333333333
3,89,1,9,1,71.0,81,27,89,25.5,1803.6666666666665
4,43,0,7,9,30.0,49,28,387,15.75,334.25
6,44,1,9,9,34.0,81,54,396,17.0,326.0
7,43,1,7,0,34.0,49,49,0,14.25,378.25
4,75,0,5,9,58.0,25,20,675,23.25,1194.9166666666665
6,98,0,8,0,85.0,64,48,0,28.0,2189.333333333333
1,84,1,7,3,55.0,49,7,252,23.75,1619.5833333333333
8,55,1,9,3,51.0,81,72,165,18.75,590.9166666666666
7,64,1,7,8,53.0,49,49,512,21.5,803.0
9,53,1,4,9,51.0,16,36,477,18.75,526.9166666666666
3,50,0,7,0,31.0,49,21,0,15.0,552.6666666666666
2,68,1,5,3,44.0,25,10,204,19.5,1047.0
1,73,1,6,2,48.0,36,6,146,20.5,1229.6666666666665
3,61,0,4,8,41.0,16,12,488,19.0,788.6666666666666
5,53,1,6,4,40.0,36,30,212,17.0,576.6666666666666
2,95,0,5,8,72.0,25,10,760,27.5,2031.0
3,63,0,6,9,41.0,36,18,567,20.25,818.25
4,98,0,7,5,78.0,49,28,490,28.5,2148.333333333333
7,78,1,6,8,70.0,36,42,624,24.75,1260.9166666666665
3,65,0,8,0,41.0,64,24,0,19.0,951.3333333333333
9,82,0,5,3,78.0,25,45,246,24.75,1462.9166666666665
8,75,0,8,3,70.0,64,64,225,23.5,1184.3333333333333
4,78,1,6,9,61.0,36,24,702,24.25,1288.25
1,55,1,8,9,33.0,64,8,495,18.25,612.9166666666666
1,97,1,4,5,71.0,16,4,485,26.75,2196.25
1,77,1,6,9,51.0,36,6,693,23.25,1294.9166666666665
1,98,0,9,0,72.0,81,9,0,27.0,2256.6666666666665
8,71,0,8,9,69.0,64,64,639,24.0,982.0
3,45,0,7,4,21.0,49,21,180,14.75,409.5833333333333
6,73,1,6,2,61.0,36,36,146,21.75,1170.9166666666665
3,95,0,9,0,76.0,81,27,0,26.75,2084.25
5,47,1,4,5,30.0,16,20,235,15.25,448.25
7,69,1,7,2,59.0,49,49,138,21.25,1018.9166666666666
2,66,1,6,3,45.0,36,12,198,19.25,974.25
6,46,0,7,8,39.0,49,42,368,16.75,380.91666666666663
6,66,0,6,1,53.0,36,36,66,19.75,956.25
3,64,1,6,0,43.0,36,18,0,18.25,936.25
6,95,0,5,9,85.0,25,30,855,28.75,1953.5833333333333
5,85,1,8,5,70.0,64,40,425,25.75,1562.25
2,80,0,6,0,56.0,36,12,0,22.0,1501.3333333333333
9,54,1,4,0,52.0,16,36,0,16.75,630.25
8,64,1,9,6,65.0,81,72,384,21.75,794.9166666666666
3,61,1,8,1,39.0,64,24,61,18.25,820.9166666666666
8,57,0,5,3,48.0,25,40,171,18.25,671.5833333333333
9,51,0,8,3,47.0,64,72,153,17.75,498.25
3,62,0,8,1,41.0,64,24,62,18.5,849.6666666666666
3,90,0,6,5,72.0,36,18,450,26.0,1822.0
2,84,0,4,9,61.0,16,8,756,24.75,1568.9166666666665
8,78,1,6,1,74.0,36,48,78,23.25,1340.9166666666665
1,64,0,4,7,38.0,16,4,448,19.0,906.0
8,49,1,4,3,42.0,16,32,147,16.0,488.66666666666663
7,69,0,7,0,60.0,49,49,0,20.75,1045.5833333333333
7,49,0,6,6,35.0,36,42,294,17.0,455.3333333333333
3,73,0,5,5,52.0,25,15,365,21.5,1179.6666666666665
1,85,1,9,5,61.0,81,9,425,25.0,1610.6666666666665
4,52,0,8,2,32.0,64,32,104,16.5,566.3333333333333
9,93,1,7,9,95.0,49,63,837,29.5,1793.0
5,68,0,5,6,53.0,25,25,408,21.0,982.0
1,77,1,9,5,54.0,81,9,385,23.0,1306.6666666666665
5,80,1,9,9,70.0,81,45,720,25.75,1311.5833333333333
8,84,1,6,9,78.0,36,48,756,26.75,1458.25
8,48,1,4,8,42.0,16,32,384,17.0,430.66666666666663
5,52,0,6,2,33.0,36,30,104,16.25,570.9166666666666
9,76,0,9,2,75.0,81,81,152,24.0,1212.6666666666665
1,53,1,6,3,26.0,36,6,159,15.75,620.9166666666666
4,76,0,7,2,58.0,49,28,152,22.25,1288.25
3,48,1,5,3,29.0,25,15,144,14.75,492.25
2,47,0,9,5,29.0,81,18,235,15.75,442.25
8,78,0,7,0,70.0,49,56,0,23.25,1344.9166666666665
7,79,0,5,1,67.0,25,35,79,23.0,1400.0
9,93,1,7,9,93.0,49,63,837,29.5,1793.0
2,42,0,8,5,21.0,64,16,210,14.25,348.25
4,94,1,4,5,74.0,16,16,470,26.75,2010.25
6,95,0,4,0,82.0,16,24,0,26.25,2106.9166666666665
3,86,1,4,5,65.0,16,12,430,24.5,1681.6666666666665
8,79,0,8,8,75.0,64,64,632,25.75,1260.25
3,72,1,9,7,55.0,81,27,504,22.75,1084.25
2,71,1,9,9,54.0,81,18,639,22.75,1045.5833333333333
3,46,1,8,4,26.0,64,24,184,15.25,424.91666666666663
6,58,0,4,3,48.0,16,24,174,17.75,721.5833333333333
2,73,1,4,5,49.0,16,8,365,21.0,1203.3333333333333
8,53,0,5,4,49.0,25,40,212,17.5,563.0
1,89,1,5,5,64.0,25,5,445,25.0,1824.0
7,86,1,6,9,81.0,36,42,774,27.0,1548.6666666666665
2,85,1,7,2,64.0,49,14,170,24.0,1659.3333333333333
6,95,0,5,6,82.0,25,30,570,28.0,1995.3333333333333
2,96,0,5,7,74.0,25,10,672,27.5,2089.6666666666665
2,58,0,5,4,32.0,25,10,232,17.25,739.5833333333333
8,90,0,5,4,83.0,25,40,360,26.75,1780.9166666666665
2,93,0,8,3,68.0,64,16,279,26.5,1972.3333333333333
7,98,0,6,9,90.0,36,42,882,30.0,2056.6666666666665
3,65,0,5,4,44.0,25,15,260,19.25,930.9166666666666
8,56,1,9,9,51.0,81,72,504,20.5,560.3333333333333
7,93,1,7,7,86.0,49,49,651,28.5,1849.0
8,67,0,5,4,62.0,25,40,268,21.0,943.3333333333333
7,58,0,8,8,48.0,64,56,464,20.25,633.5833333333333
6,66,0,9,0,56.0,81,54,0,20.25,944.25
7,87,0,4,6,79.0,16,28,522,26.0,1655.3333333333333
5,91,0,4,4,74.0,16,20,364,26.0,1878.0
7,96,1,6,3,82.0,36,42,288,28.0,2058.0
1,58,0,4,2,32.0,16,4,116,16.25,776.25
1,72,0,5,9,46.0,25,5,648,21.75,1132.9166666666665
9,90,0,8,6,88.0,64,72,540,28.25,1696.25
5,46,1,6,1,35.0,36,30,46,14.5,445.66666666666663
5,68,1,9,4,56.0,81,45,272,21.5,965.6666666666666
3,94,1,5,1,74.0,25,15,94,25.75,2072.9166666666665
5,82,1,4,6,67.0,16,20,492,24.25,1482.9166666666665
3,44,0,7,5,23.0,49,21,220,14.75,382.91666666666663
9,69,1,5,9,67.0,25,45,621,23.0,944.0
9,88,1,7,6,86.0,49,63,528,27.5,1628.3333333333333
6,82,1,9,8,70.0,81,54,656,26.25,1382.9166666666665
1,95,1,7,1,68.0,49,7,95,26.0,2124.0
7,97,1,9,8,91.0,81,63,776,30.25,1980.9166666666665
7,47,0,6,6,42.0,36,42,282,16.5,413.66666666666663
4,81,1,8,1,62.0,64,32,81,23.5,1477.6666666666665
8,51,1,4,9,44.0,16,32,459,18.0,488.66666666666663
6,81,1,4,1,67.0,16,24,81,23.0,1499.3333333333333
4,52,0,5,3,35.0,25,20,156,16.0,576.6666666666666
4,65,0,4,1,46.0,16,16,65,18.5,963.0
2,57,0,6,0,31.0,36,12,0,16.25,744.25
2,81,0,4,5,59.0,16,8,405,23.0,1496.6666666666665
4,90,0,5,9,71.0,25,20,810,27.0,1768.6666666666665
5,91,0,4,4,74.0,16,20,364,26.0,1878.0
8,88,0,8,2,80.0,64,64,176,26.5,1689.0
6,59,0,9,0,49.0,81,54,0,18.5,743.0
4,55,1,7,8,39.0,49,28,440,18.5,595.0
7,76,1,7,7,67.0,49,49,532,24.25,1190.25
8,42,0,9,5,38.0,81,72,210,16.0,303.3333333333333
2,66,1,7,5,47.0,49,14,330,20.0,944.6666666666666
7,54,0,8,3,41.0,64,56,162,18.0,580.6666666666666
2,97,1,6,1,75.0,36,12,97,26.5,2213.6666666666665
2,73,1,5,3,53.0,25,10,219,20.75,1214.9166666666665
8,84,0,8,1,81.0,64,64,84,25.25,1544.9166666666665
2,61,1,5,6,37.0,25,10,366,18.5,805.6666666666666
9,79,0,6,8,77.0,36,54,632,25.5,1273.6666666666665
1,62,0,8,1,36.0,64,8,62,18.0,871.3333333333333
9,98,1,4,8,95.0,16,36,784,29.75,2074.9166666666665
1,88,0,6,8,65.0,36,6,704,25.75,1730.9166666666665
2,43,1,7,7,18.0,49,14,301,14.75,360.25
6,90,1,8,0,80.0,64,48,0,26.0,1832.0
6,93,0,6,4,81.0,36,36,372,27.25,1922.25
1,96,0,6,9,73.0,36,6,864,28.0,2066.0
7,80,0,8,3,74.0,64,56,240,24.5,1373.6666666666665
8,62,0,7,6,57.0,49,56,372,20.75,756.9166666666666
2,86,0,9,7,64.0,81,18,602,26.0,1608.6666666666665
8,99,1,7,9,97.0,49,56,891,30.75,2070.9166666666665
9,48,0,6,7,42.0,36,54,336,17.5,415.0
6,63,1,5,1,48.0,25,30,63,18.75,874.9166666666666
5,60,0,9,2,46.0,81,45,120,19.0,755.3333333333333
9,80,1,9,9,79.0,81,81,720,26.75,1260.25
9,85,1,6,9,83.0,36,54,765,27.25,1484.25
1,94,1,8,6,70.0,64,8,564,27.25,1988.9166666666665
3,92,1,8,3,73.0,64,24,276,26.5,1912.3333333333333
9,55,1,8,5,56.0,64,72,275,19.25,570.9166666666666
2,95,0,7,7,71.0,49,14,665,27.75,2015.5833333333333
4,94,1,4,7,76.0,16,16,658,27.25,1982.25
4,64,0,8,6,49.0,64,32,384,20.5,843.6666666666666
2,65,1,8,1,43.0,64,16,65,19.0,950.0
3,88,0,9,1,67.0,81,27,88,25.25,1761.5833333333333
3,84,1,5,2,63.0,25,15,168,23.5,1628.3333333333333
1,48,1,5,3,18.0,25,5,144,14.25,508.91666666666663
6,54,0,6,0,43.0,36,36,0,16.5,633.0
8,78,0,6,4,72.0,36,48,312,24.0,1298.6666666666665
3,72,1,6,6,57.0,36,18,432,21.75,1124.25
5,40,1,8,9,25.0,64,40,360,15.5,269.66666666666663
1,44,0,5,4,15.0,25,5,176,13.5,416.3333333333333
7,95,1,6,6,88.0,36,42,570,28.5,1965.6666666666665
1,48,1,5,4,24.0,25,5,192,14.5,501.66666666666663
9,83,0,8,9,81.0,64,72,747,27.25,1381.5833333333333
8,45,1,9,7,40.0,81,72,315,17.25,342.91666666666663
